Date,index
1987-01-01,54.794111508964000
1987-02-01,55.215118533473000
1987-03-01,55.487803264105000
1987-04-01,56.049778406565000
1987-05-01,56.462098630400000
1987-06-01,56.787555534304000
1987-07-01,57.075956261706000
1987-08-01,57.380247366171000
1987-09-01,57.843330978825000
1987-10-01,58.295686249381000
1987-11-01,58.901274039166000
1987-12-01,59.404457132088000
1988-01-01,60.018417654184000
1988-02-01,60.490285698618000
1988-03-01,61.284490173589000
1988-04-01,61.444261953922000
1988-05-01,61.845204894245000
1988-06-01,61.443358227198000
1988-07-01,64.588123450727000
1988-08-01,65.290327983790000
1988-09-01,66.079327558333000
1988-10-01,67.175760420832000
1988-11-01,68.427626147880000
1988-12-01,69.831435499985000
1989-01-01,71.172723813049000
1989-02-01,72.762942815842000
1989-03-01,74.482881700342000
1989-04-01,75.805259800236000
1989-05-01,77.050349538929000
1989-06-01,78.136649148959000
1989-07-01,79.030233996995000
1989-08-01,80.095190535790000
1989-09-01,81.102196557970000
1989-10-01,82.059979109383000
1989-11-01,82.709104172802000
1989-12-01,83.572869701605000
1990-01-01,84.078260311918000
1990-02-01,84.737413089852000
1990-03-01,85.126856958761000
1990-04-01,85.545422235270000
1990-05-01,85.737950256044000
1990-06-01,85.748846699764000
1990-07-01,85.594142202546000
1990-08-01,85.335202010493000
1990-09-01,85.222220741618000
1990-10-01,84.924635780537000
1990-11-01,84.653962064327000
1990-12-01,84.032362465679000
1991-01-01,83.480959694011000
1991-02-01,82.564157267693000
1991-03-01,81.597500188302000
1991-04-01,81.207322878856000
1991-05-01,81.534367003836000
1991-06-01,81.886580307851000
1991-07-01,82.104719118326000
1991-08-01,81.936632965666000
1991-09-01,81.661364224228000
1991-10-01,81.661919902755000
1991-11-01,81.452928257396000
1991-12-01,81.335169726732000
1992-01-01,80.863439340056000
1992-02-01,80.569120670394000
1992-03-01,80.692158341540000
1992-04-01,80.684120644185000
1992-05-01,80.451807716495000
1992-06-01,79.914573322156000
1992-07-01,79.570955303780000
1992-08-01,79.267707492291000
1992-09-01,79.036472365035000
1992-10-01,78.155312184552000
1992-11-01,77.924294300478000
1992-12-01,77.483536642613000
1993-01-01,77.652832499009000
1993-02-01,76.991263521795000
1993-03-01,76.620608559896000
1993-04-01,75.910941693942000
1993-05-01,75.546371854043000
1993-06-01,75.051297121338000
1993-07-01,74.486656204491000
1993-08-01,74.182396802583000
1993-09-01,74.270598252338000
1993-10-01,74.259585028664000
1993-11-01,74.305430337267000
1993-12-01,74.106094934185000
1994-01-01,74.270209353312000
1994-02-01,74.107179972864000
1994-03-01,74.014579960736000
1994-04-01,74.020443722032000
1994-05-01,74.247316814001000
1994-06-01,74.441342063608000
1994-07-01,74.553319982729000
1994-08-01,74.189142422846000
1994-09-01,73.705265479985000
1994-10-01,73.734261292886000
1994-11-01,73.457199619708000
1994-12-01,73.442733901015000
1995-01-01,73.052337382583000
1995-02-01,73.163780296868000
1995-03-01,73.000537954073000
1995-04-01,72.922918173817000
1995-05-01,72.525637212438000
1995-06-01,72.100488519622000
1995-07-01,72.090634778136000
1995-08-01,72.140605636658000
1995-09-01,72.189401944238000
1995-10-01,72.105624126716000
1995-11-01,71.703483477162000
1995-12-01,71.810806583266000
1996-01-01,71.891405070583000
1996-02-01,72.041064216474000
1996-03-01,71.764444832727000
1996-04-01,71.820506006121000
1996-05-01,71.963622119007000
1996-06-01,71.833957764066000
1996-07-01,71.720059756259000
1996-08-01,71.390315917572000
1996-09-01,71.705655595728000
1996-10-01,71.833716816307000
1996-11-01,72.147249226113000
1996-12-01,72.215761842744000
1997-01-01,72.560199983891000
1997-02-01,72.751005892102000
1997-03-01,72.974565219013000
1997-04-01,73.248140964298000
1997-05-01,73.494720977496000
1997-06-01,74.054951022785000
1997-07-01,74.415430351259000
1997-08-01,75.006296678876000
1997-09-01,75.382228385368000
1997-10-01,76.198723618310000
1997-11-01,76.733738103075000
1997-12-01,78.086751460767000
1998-01-01,78.976664980313000
1998-02-01,79.888357442983000
1998-03-01,81.009928199630000
1998-04-01,82.077389904212000
1998-05-01,83.094601989230000
1998-06-01,84.050771520982000
1998-07-01,85.147109795379000
1998-08-01,86.180522127329000
1998-09-01,87.131301180969000
1998-10-01,87.706653746673000
1998-11-01,88.211814755329000
1998-12-01,88.897994944718000
1999-01-01,90.105904456156000
1999-02-01,91.134509708313000
1999-03-01,91.986862051385000
1999-04-01,92.494401451968000
1999-05-01,93.090953767661000
1999-06-01,94.065136702055000
1999-07-01,94.954784559081000
1999-08-01,95.884832853435000
1999-09-01,96.957521357878000
1999-10-01,98.021296806847000
1999-11-01,99.068763101202000
1999-12-01,100.073713018130000
2000-01-01,101.104565236555000
2000-02-01,102.409576436824000
2000-03-01,104.090945307755000
2000-04-01,105.707103985864000
2000-05-01,107.134849294903000
2000-06-01,108.967209643712000
2000-07-01,110.316533528272000
2000-08-01,111.672745865841000
2000-09-01,112.656074574753000
2000-10-01,113.469761901473000
2000-11-01,115.252998586643000
2000-12-01,116.960943600361000
2001-01-01,118.901366652940000
2001-02-01,120.144184761798000
2001-03-01,122.321186222854000
2001-04-01,123.361607898454000
2001-05-01,124.277739693003000
2001-06-01,124.515759703338000
2001-07-01,125.285971809562000
2001-08-01,125.870315505201000
2001-09-01,126.977722328898000
2001-10-01,128.152065068230000
2001-11-01,129.350881335032000
2001-12-01,129.987987070128000
2002-01-01,130.318193345980000
2002-02-01,131.729695927312000
2002-03-01,133.193398802045000
2002-04-01,135.648589784701000
2002-05-01,138.132803823725000
2002-06-01,140.538071890260000
2002-07-01,142.872076213427000
2002-08-01,145.704837542162000
2002-09-01,148.042710888014000
2002-10-01,150.589236697727000
2002-11-01,153.040598191046000
2002-12-01,155.197729087299000
2003-01-01,157.295779437062000
2003-02-01,158.500383605945000
2003-03-01,159.698668233606000
2003-04-01,161.098480104126000
2003-05-01,162.582609455686000
2003-06-01,164.200748922809000
2003-07-01,166.359190630897000
2003-08-01,169.427117274438000
2003-09-01,173.151034062361000
2003-10-01,177.153465441164000
2003-11-01,181.112399034386000
2003-12-01,185.045231166468000
2004-01-01,188.629536851715000
2004-02-01,192.670875223232000
2004-03-01,199.058488977228000
2004-04-01,204.923244191337000
2004-05-01,211.083998995022000
2004-06-01,216.724694709151000
2004-07-01,221.872767538585000
2004-08-01,225.122085328981000
2004-09-01,227.986706362504000
2004-10-01,230.267419545156000
2004-11-01,231.762568027049000
2004-12-01,234.300466621022000
2005-01-01,236.714386492854000
2005-02-01,239.028020124738000
2005-03-01,239.915564591951000
2005-04-01,241.298825016179000
2005-05-01,242.329239513027000
2005-06-01,243.653979940773000
2005-07-01,244.516398546891000
2005-08-01,245.504070516150000
2005-09-01,245.951754477937000
2005-10-01,247.713498903344000
2005-11-01,249.545597043010000
2005-12-01,249.869887642070000
2006-01-01,250.574054625354000
2006-02-01,251.376403064988000
2006-03-01,251.691671317508000
2006-04-01,251.322970888562000
